Building,Area,province,Thai_District,District,Thai_Subdistrict,Owner,Construction,Map,Population,Latitude,Longtitude,Impact
Condo,4864.00,Bangkok,บางรัก,Bang Rak,สีลม,บริษัท เจมส์ โมโร่ จำกัด,New Build,4,45875,13.730833,100.524167,-2
Condo,3016.00,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท เย็นสบายดี เรสซิเด้นท์ จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,22445.00,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท ณุศาศิริ จำกัด (มหาชน),New Build,39,81623,13.742222,100.585833,-4
Condo,4666.00,Bangkok,ลาดกระบัง,Lat Krabang,ทับยาว,นายปรีดา  วงศ์ตั้งใจ,New Build,11,163175,13.722317,100.759669,-3
Condo,2813.00,Bangkok,ประเวศ,Prawet,หนองบอน,บริษัท วี-ชัวร์ กรุ๊ป จำกัด,New Build,32,160671,13.716944,100.694444,-4
Condo,6897.00,Bangkok,ห้วยขวาง,Huai Khwang,สามเสนนอก,นายชนะ  กาญจนชัยภูมิ,New Build,17,78175,13.776667,100.579444,-4
Condo,3986.00,Bangkok,ปทุมวัน,Pathum Wan,วังใหม่,บริษัท แฮปปี้ ทรี เรสซิเด้นซ์ จำกัด,New Build,7,53263,13.744942,100.5222,-4
Condo,5695.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท เควสท์ ดีเวลล็อปเม้นท์ จำกัด,New Build,33,109041,13.708056,100.583889,-4
Condo,2990.00,Bangkok,บางนา,Bang Na,บางนา,บริษัท จอมเทียนรเวอร์กรุ๊ป จำกัด,New Build,47,95912,13.680081,100.5918,-5
Condo,9943.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท อารียา พรอพเพอร์ตี้ จำกัด (มหาชน),Unclassified,34,115658,13.730278,100.651389,-5
Condo,9943.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท อารียา พรอพเพอร์ตี้ จำกัด (มหาชน),New Build,34,115658,13.730278,100.651389,-5
Condo,9947.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท อารียา พรอพเพอร์ตี้ จำกัด (มหาชน),New Build,34,115658,13.730278,100.651389,-5
Condo,3095.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน),New Build,33,109041,13.708056,100.583889,-4
Condo,9998.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน),New Build,33,109041,13.708056,100.583889,-4
Condo,3757.00,Bangkok,ประเวศ,Prawet,หนองบอน,บริษัท มงคลเทพธงชัย จำกัด,New Build,32,160671,13.716944,100.694444,-4
Condo,9900.00,Bangkok,พระโขนง,Phra Khanong,บางจาก,บริษัท พีเอ็ม เพลส จำกัด,New Build,9,93482,13.702222,100.601667,-4
Condo,6679.00,Bangkok,พระโขนง,Phra Khanong,บางจาก,นายบัณฑิต  ศุภธาดารัตน์,New Build,9,93482,13.702222,100.601667,-4
Condo,4220.00,Bangkok,คลองเตย,Khlong Toei,พระโขนง,บริษัท สอนฤทธิ์  ก่อสร้าง จำกัด,New Build,33,109041,13.708056,100.583889,-5
Condo,5556.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท แพ็ททริโมนี พร็อพเพอร์ตี้ จำกัด,New Build,33,109041,13.708056,100.583889,-4
Condo,6388.00,Bangkok,คันนายาว,Khan Na Yao,คันนายาว,บริษัท เคพีเอ็น แอนด์ ทีดับบลิว แอสเซ็ท ดีเวลล็อปเม้นท์ แอนด์ แมเนจเม้นท์ จำกัด,New Build,43,88678,13.8271,100.6743,0
Condo,3050.00,Bangkok,บึงกุ่ม,Bueng Kum,คลองกุ่ม,บริษัท ไฮฮีโร่  จำกัด,New Build,27,145830,13.785278,100.669167,0
